A1,B8196,C3566
A5492,B6017,C9172
A5494,B1342,C6423
A5495,B5780,C1410
A5495,B6533,C8963
A5499,B1007,C301
A5499,B8530,C2815
A550,B2698,C7929
A550,B8906,C5900
A5500,B9589,C9104
A5501,B3117,C6294
A5501,B4181,C8617
A5501,B7389,C2614
A5501,B8595,C4278
A5503,B910,C4494
A5505,B2786,C2140
A5506,B7158,C5158
A5507,B9432,C1760
A5509,B180,C5301
A5511,B1581,C377
A5513,B1958,C6636
A5515,B1668,C4743
A5516,B2674,C8473
A5516,B6807,C531
A5518,B1709,C9518
A552,B9102,C6433
A5522,B3517,C5697
A5523,B2662,C8988
A5523,B4404,C6941
A5523,B490,C1970
A5523,B8319,C5240
A5523,B9401,C9072
A5525,B5322,C8744
A5526,B4112,C9311
A5526,B885,C6779
A5526,B8962,C1466
A5527,B4264,C3703
A5528,B6807,C8898
A5529,B2084,C8376
A553,B883,C8024
A553,B9760,C8530
A5532,B1510,C4685
A5532,B7972,C8691
A5533,B4732,C8686
A5534,B6203,C2865
A5537,B607,C8954
A5537,B6305,C2201
A5537,B8151,C5887
A5538,B459,C1621
A5539,B3989,C9572
A554,B397,C3210
A5541,B2699,C768
A5541,B958,C9837
A5543,B5829,C9556
A5543,B8957,C1899
A5543,B9513,C4386
A5544,B7259,C6050
A5545,B5057,C2716
A5546,B1995,C5052
A5547,B3968,C6667
A5548,B4292,C581
A5549,B3185,C5284
A5549,B6326,C1210
A555,B4775,C9494
A5551,B6418,C9883
A5553,B8255,C2209
A5554,B2513,C9662
A5555,B2803,C8486
A5557,B5620,C7750
A5557,B7082,C3905
A5558,B894,C2810
A5559,B7432,C2026
A556,B2237,C5131
A5560,B6761,C86
A5560,B7951,C2002
A5561,B1626,C5175
A5562,B1151,C3825
A5565,B2431,C9420
A5567,B2547,C2759
A5569,B8216,C5303
A557,B7291,C6103
A5571,B161,C2203
A5571,B7256,C9401
A5575,B2182,C1627
A5575,B482,C3699
A5576,B6177,C9611
A5576,B8643,C8886
A5577,B2745,C2473
A5578,B7362,C9591
A5578,B7654,C5754
A5578,B7922,C8832
A5578,B8672,C5927
A5579,B9907,C1377
A5580,B9018,C970
A5581,B6309,C4649
A5581,B667,C8014
A5581,B8876,C3844
A5582,B3707,C7483
A5582,B9624,C4447
A5584,B2501,C6559
A5586,B2840,C4796
A5586,B667,C674
A5588,B2737,C9004
A559,B8968,C6251
A5590,B9590,C2011
A5591,B849,C9445
A5592,B6257,C104
A5593,B7117,C6623
A5594,B6328,C1130
A5596,B5368,C9569
A5597,B5498,C4971
A5598,B6156,C8384
A5599,B7152,C4442
A56,B4632,C9720
A5601,B5858,C4719
A5602,B9912,C4035
A5603,B6863,C5677
A5605,B5807,C7186
A5606,B5440,C2151
A5606,B6381,C4282
A5609,B1779,C5657
A5609,B6268,C228
A561,B4566,C2663
A5610,B4926,C843
A5610,B6858,C2519
A5610,B9000,C8914
A5611,B9425,C1909
A5611,B9556,C9703
A5613,B2970,C893
A5615,B4513,C658
A5615,B6857,C3607
A5619,B4604,C6090
A5619,B9754,C7357
A562,B4199,C4658
A562,B682,C7922
A562,B7105,C8693
A562,B8532,C4715
A5620,B6080,C1944
A5621,B7122,C9786
A5621,B7278,C3665
A5621,B9725,C6067
A5623,B8302,C9954
A5624,B3197,C7630
A5625,B4793,C6699
A5625,B8281,C8947
A5627,B6827,C8819
A5629,B6796,C7427
A5629,B8589,C141
A5631,B6156,C3514
A5631,B7497,C6566
A5631,B9225,C6796
A5632,B1075,C1660
A5632,B2458,C7236
A5632,B5211,C7872
A5634,B4946,C8570
A5635,B6746,C4162
A5636,B503,C6901
A5637,B2376,C2863
A5637,B4476,C7032
A5637,B5695,C2548
A5638,B1849,C6570
A5638,B8989,C8704
A564,B2404,C3322
A5640,B319,C944
A5644,B9400,C5091
A5646,B7136,C2743
A5647,B357,C8381
A5647,B3817,C3142
A5647,B9452,C8740
A5648,B6701,C9880
A5648,B7703,C1220
A5648,B9561,C5266
A5649,B7864,C8591
A5649,B9297,C4353
A565,B1570,C9903
A565,B2826,C9177
A565,B7677,C6903
A5650,B1389,C1443
A5650,B3834,C4664
A5651,B1419,C7777
A5651,B5161,C182
A5651,B6249,C5554
A5652,B5405,C9834
A5654,B5131,C842
A5654,B654,C7855
A5654,B7981,C4738
A5655,B6637,C592
A5655,B7579,C3156
A5656,B663,C377
A5657,B8963,C8182
A5658,B3277,C8299
A5659,B8523,C2070
A566,B2221,C6297
A566,B5562,C976
A5660,B5061,C8571
A5660,B9168,C7498
A5663,B6390,C6198
A5665,B122,C9309
A5665,B4206,C5960
A5665,B8064,C3374
A5665,B9791,C2258
A5666,B2801,C2737
A5666,B8080,C9007
A5668,B2518,C5318
A5669,B2380,C3227
A567,B6473,C1412
A5672,B4478,C3134
A5673,B8526,C1061
A5674,B3913,C2777
A5675,B4665,C9233
A5675,B7434,C1512
A5676,B5560,C1659
A5678,B3730,C6830
A5679,B1918,C2711
A5679,B5436,C7710
A568,B3196,C4951
A5681,B1726,C8437
A5681,B6228,C8966
A5681,B9436,C1916
A5683,B5223,C9372
A5684,B5818,C1457
A5685,B1750,C2052
A5685,B7788,C3144
A5685,B8975,C7839
A5685,B9754,C5295
A5687,B9646,C2911
A5688,B8052,C2364
A5688,B9786,C4517
A5689,B3287,C9777
A5689,B5536,C6676
A569,B6536,C3435
A569,B9281,C397
A5690,B3271,C5800
A5691,B3154,C4328
A5691,B8781,C4501
A5693,B1317,C8935
A5693,B8442,C8905
A5694,B8413,C7123
A5695,B9289,C9718
A5698,B5074,C9151
A5698,B5271,C487
A5698,B5916,C5381
A5698,B9506,C4630
A57,B4925,C1116
A5702,B225,C3933
A5704,B4228,C7570
A5704,B5800,C4149
A5706,B3669,C1477
A5706,B7402,C6190
A5709,B1114,C7997
A5709,B9703,C7606
A571,B1609,C6937
A5710,B7556,C6365
A5710,B9685,C9662
A5711,B4013,C1119
A5712,B1401,C6683
A5712,B7784,C6667
A5712,B9183,C7965
A5713,B4087,C8989
A5713,B909,C6123
A5714,B1749,C3172
A5715,B5217,C4109
A5716,B3857,C5521
A5717,B132,C5174
A5717,B2509,C2660
A5717,B8789,C5144
A5719,B4782,C4526
A5719,B8569,C5536
A572,B8322,C8622
A5720,B6137,C8394
A5721,B9876,C8112
A5722,B3362,C9982
A5722,B3946,C1352
A5722,B800,C4467
A5723,B8057,C832
A5725,B576,C7231
A5729,B1441,C2650
A5729,B2876,C9112
A5729,B372,C260
A573,B3363,C4710
A573,B8347,C5507
A5730,B4453,C8988
A5730,B9781,C1469
A5731,B3849,C568
A5731,B874,C8601
A5733,B226,C4856
A5733,B3211,C9209
A5734,B1991,C8039
A5734,B9847,C4933
A5736,B5156,C4637
A5736,B8776,C7571
A5737,B2027,C7943
A574,B2692,C4700
A5744,B2618,C3806
A5746,B5838,C3116
A5747,B2326,C7988
A5749,B6870,C5268
A575,B9028,C7701
A575,B9348,C2832
A5751,B1747,C9156
A5753,B3191,C3660
A5754,B947,C8510
A5755,B6833,C4554
A5756,B4851,C6302
A5757,B5074,C3313
A5757,B5798,C1630
A5760,B9769,C4358
A5762,B5094,C2483
A5763,B2439,C9095
A5765,B5372,C6781
A5765,B7859,C547
A5769,B4685,C261
A5769,B6389,C7602
A5771,B1112,C8718
A5771,B5119,C3627
A5774,B5583,C5117
A5775,B4556,C3972
A578,B8115,C9356
A5783,B145,C6744
A5783,B2463,C940
A5784,B1660,C474
A5784,B865,C3402
A5789,B5249,C2323
A579,B5077,C9165
A5790,B9013,C3025
A5791,B5493,C2270
A5791,B807,C2158
A5792,B1876,C4206
A5792,B3797,C3042
A5793,B3102,C323
A5793,B8878,C8895
A5795,B9639,C6568
A5797,B8820,C1672
A58,B4419,C4364
A5800,B4881,C2793
A5802,B3116,C3635
A5804,B2825,C2793
A5805,B4203,C2320
A5806,B2033,C1583
A5807,B120,C6554
A5807,B8763,C7167
A5808,B3330,C6574
A5808,B7105,C8526
A5809,B2388,C6293
A581,B4620,C7483
A5810,B1044,C1827
A5810,B5651,C1322
A5810,B8867,C609
A5810,B9655,C4705
A5811,B3316,C5025
A5811,B7191,C44
A5813,B6456,C5172
A5813,B8267,C5376
A5813,B8822,C8377
A5814,B9346,C1881
A5815,B8254,C5902
A5817,B2171,C8647
A5818,B4610,C127
A5819,B9791,C76
A582,B649,C7731
A5820,B1445,C4592
A5820,B3843,C9145
A5820,B3960,C8465
A5821,B8181,C9773
A5821,B9672,C3489
A5822,B9255,C8756
A5824,B7350,C2788
A5826,B8913,C8575
A5827,B9237,C1148
A5827,B9908,C5080
A5828,B5922,C6013
A583,B7141,C6429
A5830,B4676,C2686
A5831,B5985,C2366
A5831,B6915,C8003
A5832,B6617,C605
A5833,B1790,C1706
A5836,B6745,C317
A5838,B4228,C6573
A5839,B4628,C3264
A584,B5538,C4439
A5840,B7031,C9118
A5841,B5251,C4346
A5846,B8143,C782
A5846,B9467,C7491
A5847,B3075,C3885
A5847,B5836,C275
A5847,B6343,C9684
A5849,B4698,C279
A5851,B703,C6799
A5852,B3630,C3074
A5853,B2679,C7697
A5854,B7457,C4327
A5855,B2661,C3293
A5855,B5344,C1363
A5855,B6521,C2287
A5855,B8606,C614
A5856,B3608,C9357
A5857,B1863,C1665
A5857,B418,C3718
A5857,B5726,C2197
A5859,B2737,C965
A5859,B9567,C4935
A5861,B1241,C6095
A5862,B1214,C4094
A5862,B9919,C4464
A5863,B208,C6855
A5863,B5921,C5790
A5864,B5499,C2500
A5865,B9681,C2531
A5867,B2472,C5239
A5868,B3703,C7665
A5869,B6868,C9660
A587,B4510,C9772
A5871,B134,C89
A5872,B5369,C9894
A5873,B4589,C5915
A5874,B1061,C1170
A5874,B1235,C1859
A5874,B2404,C7462
A5874,B7593,C6729
A5876,B7751,C1106
A5877,B3510,C1028
A5877,B4957,C8082
A5878,B7155,C5819
A588,B1146,C219
A5881,B4371,C3434
A5882,B5835,C7574
A5883,B6226,C4895
A5885,B7787,C1603
A5887,B330,C4661
A5887,B8303,C711
A5888,B92,C3771
A5889,B2787,C9532
A5890,B6464,C6410
A5891,B387,C9717
A5891,B5651,C3043
A5892,B5455,C7232
A5892,B5684,C3094
A5893,B7932,C4571
A5893,B8182,C9327
A5894,B4731,C8181
A5895,B3687,C5581
A5895,B4441,C3190
A5896,B8414,C6803
A5898,B4949,C7959
A5899,B5620,C8491
A5899,B8223,C3131
A59,B2811,C9902
A590,B4257,C1255
A5901,B1597,C4163
A5902,B1748,C1030
A5902,B5625,C193
A5902,B7056,C4670
A5903,B1370,C9452
A5906,B3037,C2203
A5906,B5308,C2383
A5908,B6259,C2083
A5908,B6786,C8707
A5908,B8885,C8290
A591,B8257,C6319
A5910,B1573,C8219
A5911,B136,C2465
A5912,B5750,C80
A5913,B3808,C7280
A5914,B3025,C3124
A5915,B8528,C8169
A5917,B4690,C4755
A5918,B564,C9621
A592,B1100,C9094
A592,B1375,C3103
A592,B2761,C1191
A5921,B1781,C5074
A5922,B6757,C9700
A5923,B3341,C9246
A5924,B3388,C3231
A5924,B9366,C6168
A5926,B1988,C5140
A5927,B5516,C6343
A5927,B6624,C8251
A5928,B2578,C1506
A5928,B3339,C4167
A5929,B7692,C8487
A5930,B620,C1998
A5930,B7343,C2833
A5931,B1234,C2427
A5931,B9569,C3807
A5931,B9719,C5059
A5932,B3125,C9271
A5934,B1089,C5335
A5936,B6148,C608
A5937,B3731,C4350
A5937,B9430,C3124
A5938,B1919,C8745
A5942,B3716,C3697
A5943,B6458,C8778
A5944,B6175,C1148
A5947,B996,C760
A595,B6833,C953
A5950,B8264,C5900
A5951,B271,C6504
A5951,B5337,C6424
A5952,B3413,C3569
A5952,B4811,C3770
A5953,B3967,C5064
A5954,B8248,C5025
A5956,B3905,C9957
A5957,B5036,C6809
A5958,B3169,C5973
A5958,B7124,C7042
A5961,B4163,C9860
A5961,B8571,C7567
A5962,B8766,C2588
A5963,B5628,C9544
A5964,B2595,C1856
A5964,B3105,C9242
A5964,B3200,C3326
A5964,B4954,C2979
A5964,B7196,C4999
A5964,B8580,C5120
A5965,B1646,C5333
A5965,B490,C9842
A5967,B3654,C2801
A5968,B4684,C5152
A5969,B2349,C2623
A5970,B9854,C6962
A5972,B1711,C3161
A5974,B9300,C9763
A5975,B1117,C7611
A5978,B4777,C8129
A5978,B6260,C8614
A5979,B6296,C1007
A5979,B8589,C3803
A5979,B888,C1868
A5981,B7735,C8372
A5982,B4749,C3145
A5983,B9834,C3352
A5984,B8186,C9424
A5988,B8767,C3648
A5989,B6563,C3309
A5990,B7915,C4383
A5993,B2601,C7296
A5995,B1705,C1148
A5997,B952,C9754
A5999,B5127,C5395
A6,B4293,C7677
A6,B5423,C5466
A6,B950,C6792
A6001,B1422,C1860
A6001,B4044,C11
A6001,B8171,C9437
A6002,B4555,C8882
A6004,B9044,C1799
A6007,B5552,C163
A6008,B2332,C9023
A6009,B1215,C9303
A6009,B5190,C2120
A601,B4014,C8984
A6010,B1781,C1327
A6010,B4048,C6499
A6010,B4470,C8110
A6010,B6569,C8247
A6010,B7725,C5934
A6010,B8358,C6506
A6011,B678,C4972
A6012,B1087,C5931
A6012,B9289,C6280
A6013,B7529,C3697
A6015,B9175,C4382
A6016,B4164,C5555
A6016,B4437,C5818
A602,B3929,C5058
A602,B7545,C6526
A6020,B1197,C5957
A6021,B813,C7922
A6023,B2648,C9715
A6023,B3449,C9820
A6023,B3489,C4109
A6024,B2579,C6324
A6025,B3843,C8549
A6025,B8395,C234
A6027,B3913,C5466
A6028,B9559,C2933
A6029,B9526,C2777
A603,B2375,C6718
A603,B7117,C4253
A6031,B5477,C8329
A6031,B737,C9719
A6034,B228,C5051
A6035,B766,C9636
A6039,B7800,C5823
A604,B1263,C7435
A604,B163,C3342
A604,B6635,C3659
A604,B6690,C4527
A6040,B8042,C4631
A6041,B759,C1127
A6042,B8095,C5067
A6044,B1852,C7870
A6044,B2131,C4374
A6045,B7191,C145
A6047,B1308,C76
A6047,B5682,C7633
A6048,B658,C6730
A6050,B1638,C8511
A6050,B8288,C3103
A6052,B7565,C9793
A6052,B7609,C2760
A6052,B9110,C8280
A6052,B9496,C5069
A6054,B5137,C8929
A6056,B6515,C3939
A6057,B2865,C3334
A6057,B4745,C552
A6058,B4869,C2215
A6058,B7048,C8115
A6059,B2313,C2068
A6060,B602,C354
A6065,B4757,C3198
A6066,B1864,C4007
A6066,B3589,C9650
A6066,B9267,C9071
A6067,B1426,C4385
A6067,B6880,C8262
A6069,B3175,C994
A6071,B9010,C7263
A6073,B7211,C6889
A6075,B3541,C4311
A6077,B4500,C1170
A6077,B5051,C4361
A608,B9277,C9002
A608,B940,C3663
A6080,B7617,C4289
A6081,B3600,C5016
A6081,B9226,C3191
A6082,B3021,C872
A6082,B5731,C4952
A6083,B1119,C8553
A6083,B7471,C4886
A6084,B7339,C3852
A6085,B5486,C7629
A6085,B9343,C2763
A6087,B9093,C9928
A6088,B5256,C7556
A6088,B5616,C900
A6089,B9171,C1343
A609,B6907,C3462
A6090,B1364,C4067
A6091,B244,C8731
A6091,B4504,C7727
A6092,B1420,C9360
A6092,B7790,C6107
A6094,B5995,C7068
A6094,B6570,C999
A6097,B1748,C8325
A61,B2098,C5003
A6100,B2979,C9620
A6101,B8980,C1035
A6102,B9250,C5250
A6103,B3781,C30
A6103,B5856,C1556
A6104,B1461,C2581
A6105,B153,C9974
A6106,B5422,C2971
A6108,B7241,C7470
A6109,B9516,C332
A611,B4773,C8795
A611,B6905,C9071
A6110,B7800,C1940
A6111,B1041,C4143
A6111,B7198,C258
A6112,B2872,C8593
A6113,B1420,C7509
A6115,B1547,C6985
A6116,B3231,C1711
A6117,B4133,C1554
A6117,B5643,C1935
A6117,B5801,C1023
A6118,B51,C415
A6118,B7053,C8308
A6118,B8706,C5922
A6123,B2989,C8470
A6124,B3929,C8813
A6124,B5301,C53
A6125,B1718,C7792
A6127,B9165,C398
A6129,B9779,C9029
A6130,B6852,C4048
A6130,B9446,C7657
A6132,B9974,C7376
A6133,B4322,C1221
A6133,B8005,C4120
A6135,B5165,C1034
A6136,B1067,C8796
A6137,B2524,C4663
A6137,B763,C6108
A6138,B7062,C5705
A6138,B9216,C827
A6139,B164,C9437
A6139,B2436,C7225
A6140,B6703,C847
A6141,B8803,C8013
A6144,B2743,C8608
A6144,B961,C1964
A6145,B4931,C7903
A6145,B6320,C9832
A6146,B5488,C9954
A6149,B5367,C1134
A6149,B7369,C2719
A615,B4789,C3689
A615,B5031,C1644
A6150,B1231,C7932
A6151,B7713,C4170
A6152,B3413,C2398
A6154,B1993,C213
A6157,B4825,C2435
A6157,B4991,C6101
A6160,B1160,C3082
A6160,B5467,C9808
A6161,B4224,C694
A6161,B7591,C500
A6162,B7558,C3594
A6163,B1177,C2170
A6164,B1284,C2184
A6165,B4394,C3020
A6168,B3228,C9706
A6169,B1699,C431
A6169,B1863,C648
A6169,B5931,C1047
A6169,B9735,C9463
A617,B1803,C503
A6170,B110,C5277
A6170,B5579,C3950
A6173,B1721,C2226
A6173,B5063,C9617
A6173,B5273,C7285
A6173,B5513,C1499
A6174,B8248,C7979
A6175,B4087,C5502
A6176,B3379,C29
A6177,B2431,C5555
A6180,B3622,C2810
A6181,B4075,C8081
A6181,B8610,C6770
A6182,B5799,C8157
A6183,B9481,C6352
A6184,B3778,C3564
A6185,B732,C9057
A6187,B1204,C6173
A6191,B5820,C5058
A6192,B1516,C2545
A6193,B9312,C1324
A6196,B8564,C1498
A6197,B245,C8969
A6197,B2711,C2080
A6198,B1172,C4950
A62,B3642,C8836
A62,B5954,C3632
A62,B7757,C8545
A620,B1242,C9685
A6200,B2551,C6683
A6200,B719,C8966
A6200,B743,C8501
A6201,B5819,C1070
A6202,B7486,C4023
A6203,B2288,C4568
A6203,B5195,C3768
A6203,B7366,C4898
A6203,B7995,C4958
A6204,B1681,C8585
A6204,B350,C1142
A6204,B6324,C419
A6205,B3899,C7119
A6206,B8388,C6279
A6206,B9550,C7959
A6207,B5207,C2428
A6208,B1676,C3917
A621,B9591,C8249
A6211,B5815,C59
A6211,B6409,C4880
A6211,B7107,C7487
A6213,B5584,C9603
A6213,B8210,C8194
A6214,B1396,C187
A6215,B2990,C4059
A6215,B4471,C5789
A6215,B7305,C5558
A6218,B271,C3185
A6219,B8734,C879
A622,B4338,C2012
A6221,B7479,C9121
A6222,B2102,C4199
A6222,B4094,C1089
A6222,B7335,C788
A6223,B6068,C8972
A6224,B833,C6837
A6224,B9074,C4310
A6225,B256,C4429
A6226,B4083,C6539
A6228,B6026,C8853
A6228,B6599,C1620
A6228,B912,C5452
A6229,B2042,C1033
A6229,B3680,C6907
A6231,B1932,C7578
A6231,B766,C6505
A6231,B923,C9057
A6232,B5814,C9098
A6232,B780,C1113
A6232,B9796,C8566
A6234,B125,C9510
A6234,B4484,C4833
A6234,B9167,C28
A6235,B9530,C7080
A6237,B4076,C1710
A6237,B754,C7070
A6237,B8816,C5524
A6238,B4536,C6229
A6238,B5202,C5923
A624,B8802,C2816
A6240,B8653,C4915
A6241,B1153,C3426
A6241,B7417,C3399
A6241,B7583,C6250
A6243,B3961,C7063
A6244,B2550,C2014
A6245,B3900,C5273
A6246,B3160,C5731
A6247,B4688,C3361
A6247,B6070,C4344
A6248,B9357,C5737
A6249,B822,C2164
A625,B2896,C7548
A625,B9875,C4398
A6251,B8583,C245
A6252,B5945,C5168
A6254,B4024,C2852
A6254,B5997,C3606
A6255,B14,C7355
A6256,B9848,C1816
A6257,B4937,C193
A626,B1974,C8570
A6260,B8467,C8590
A6262,B574,C5082
A6264,B5689,C3522
A6264,B9509,C9211
A6265,B3067,C5857
A6265,B4438,C5253
A6268,B1643,C2689
A627,B5825,C1801
A6270,B532,C647
A6270,B8147,C9136
A6271,B7538,C8849
A6272,B4401,C1792
A6273,B913,C589
A6274,B9548,C3944
A6275,B975,C5447
A6277,B1211,C7929
A6277,B3005,C9253
A6278,B4567,C8708
A6278,B5480,C3119
A6278,B8343,C5712
A6278,B9128,C1798
A6279,B1835,C8995
A6279,B2138,C8305
A628,B4569,C1735
A6280,B427,C412
A6281,B5441,C8190
A6281,B8449,C9069
A6282,B2324,C8418
A6284,B1713,C8913
A6284,B818,C2626
A6287,B2573,C5942
A6287,B3540,C4016
A6287,B7615,C5534
A6288,B5760,C8615
A629,B88,C1261
A6290,B8424,C4567
A6291,B3069,C170
A6291,B6395,C77
A6291,B6791,C273
A6291,B8010,C8932
A6291,B8271,C2499
A6292,B7597,C7933
A6294,B2349,C1339
A6294,B9814,C990
A6295,B4292,C922
A6297,B766,C4679
A6298,B6521,C2677
A6299,B3417,C6112
A63,B3953,C2074
A6300,B4042,C2242
A6303,B1732,C7967
A6303,B4150,C3042
A6304,B2217,C3913
A6304,B5433,C9967
A6308,B5687,C4431
A6310,B3239,C4830
A6311,B8420,C3411
A6312,B6821,C4995
A6313,B3722,C6034
A6313,B9312,C4246
A6314,B115,C1916
A6314,B6974,C34
A6315,B4880,C3524
A6316,B6924,C7023
A6317,B2385,C6705
A6317,B5612,C4953
A6317,B5774,C3551
A6318,B1384,C4993
A6318,B7955,C6013
A6319,B7318,C4932
A6319,B9263,C6910
A6320,B8927,C5855
A6321,B3289,C5637
A6323,B7238,C9185
A6323,B7856,C5887
A6326,B3033,C9480
A6326,B3586,C8548
A6327,B5077,C2994
A6328,B3879,C4489
A633,B6605,C5514
A6331,B1519,C7070
A6331,B5079,C278
A6332,B3965,C6014
A6333,B6605,C7318
A6333,B8139,C1629
A6335,B3512,C1076
A6336,B9810,C178
A6338,B4652,C7629
A6339,B1270,C5611
A634,B5555,C8986
A634,B6599,C818
A6341,B4911,C258
A6342,B2974,C6019
A6342,B7007,C6320
A6343,B8929,C9186
A6344,B7164,C3037
A6344,B9253,C2874
A6345,B7057,C5309
A6347,B6472,C2661
A6349,B2353,C5721
A6350,B8484,C38
A6350,B8822,C4344
A6351,B6099,C6665
A6351,B6270,C2986
A6353,B103,C2175
A6354,B1572,C396
A6357,B3006,C5611
A6358,B4372,C2190
A6358,B5083,C2177
A6358,B897,C8280
A6358,B9250,C4124
A6359,B1722,C6
A6359,B2526,C5928
A636,B4627,C7407
A636,B8820,C6088
A636,B8838,C7635
A6360,B5402,C4800
A6361,B3894,C1760
A6361,B8445,C7534
A6363,B5277,C8690
A6364,B5869,C5040
A6365,B6158,C1295
A6368,B2042,C6397
A6370,B4449,C9090
A6371,B2701,C5484
A6373,B6539,C690
A6375,B2977,C1025
A6376,B9096,C8074
A6377,B1559,C1145
A6377,B183,C5442
A6377,B4653,C7017
A6377,B5522,C1442
A6378,B1264,C7656
A6378,B1926,C907
A6378,B7651,C4266
A638,B4946,C5406
A6380,B7555,C7528
A6382,B8596,C7593
A6385,B3845,C2638
A6385,B6541,C8012
A6385,B8038,C5337
A6386,B2274,C2009
A6386,B5964,C8707
A6388,B1444,C1186
A6388,B2253,C8328
A6389,B3279,C5001
A639,B9456,C1652
A6390,B5407,C3905
A6391,B2415,C6508
A6391,B8648,C5348
A6393,B3960,C8154
A6393,B734,C2102
A6393,B9248,C7724
A6393,B971,C7725
A6394,B8398,C8454
A6398,B8859,C5049
A6399,B127,C6118
A6399,B8755,C1379
A640,B3619,C5938
A640,B6172,C7134
A6400,B9085,C5436
A6401,B3165,C8899
A6403,B6316,C3009
A6407,B1562,C5516
A6409,B366,C4497
A641,B7054,C6999
A6410,B5211,C2189
A6411,B1401,C9252
A6412,B7609,C1905
A6413,B4600,C9527
A6413,B9456,C6927
A6414,B6639,C6259
A6414,B9441,C271
A642,B230,C9241
A6420,B1882,C1823
A6420,B5069,C7296
A6425,B1304,C8461
A6425,B7492,C526
A6426,B1466,C365
A6427,B6136,C18
A6427,B6662,C8207
A6427,B7026,C9866
A6428,B3172,C4558
A6428,B7641,C7593
A6428,B8973,C1601
A6429,B8247,C524
A6430,B7085,C8047
A6432,B8561,C2198
A6432,B9544,C8557
A6434,B7218,C6171
A6435,B6188,C8784
A6436,B5660,C1612
A6437,B2745,C5577
A6437,B8678,C9785
A644,B3362,C7631
A644,B4769,C2457
A6441,B7265,C9036
A6441,B7397,C5403
A6441,B8549,C6218
A6443,B2163,C3510
A6443,B2840,C4005
A6444,B9174,C2332
A6444,B9599,C8904
A6445,B3607,C3885
A6445,B8052,C2167
A6448,B6381,C6405
A6448,B7207,C6387
A6449,B224,C4553
A645,B6108,C1187
A6450,B1708,C9748
A6450,B9254,C210
A6451,B2159,C6110
A6452,B3184,C6208
A6454,B4169,C8059
A6455,B5260,C7274
A6455,B6545,C5665
A6455,B9964,C4512
A6456,B932,C5237
A6457,B4592,C4041
A646,B1869,C9291
A6462,B1552,C1682
A6462,B408,C8883
A6463,B5581,C2228
A6464,B1788,C122
A6464,B8191,C3817
A6466,B1363,C5624
A6466,B7576,C625
A6467,B3316,C6123
A6468,B2325,C4708
A647,B1575,C7358
A647,B8169,C9070
A6470,B3368,C4979
A6471,B919,C7382
A6472,B1902,C2483
A6474,B2681,C2379
A6475,B7005,C2410
A6477,B3692,C7957
A6478,B3809,C3369
A6478,B79,C3743
A6479,B3242,C1995
A6480,B6680,C1824
A6482,B2620,C3877
A6482,B4557,C7271
A6482,B9802,C4469
A6483,B5770,C8906
A6483,B7441,C2267
A6484,B9278,C6404
A6487,B8084,C5968
A6487,B8258,C382
A6488,B6937,C7979
A6489,B6597,C8258
A6490,B683,C4948
A6491,B5410,C2181
A6491,B9424,C5462
A6492,B53,C2964
A6493,B7854,C9170
A6496,B2372,C551
A6497,B6722,C3728
A6500,B5900,C9469
A6500,B9482,C1859
A6501,B6746,C4503
A6501,B6767,C1852
A6501,B72,C470
A6502,B419,C9359
A6503,B3937,C2613
A6503,B399,C4437
A6503,B4301,C8045
A6504,B3944,C446
A6504,B8678,C5875
A6506,B2699,C4309
A6506,B8611,C6004
A6509,B8194,C954
A6510,B6991,C1749
A6510,B7864,C8252
A6511,B2987,C3985
A6511,B5310,C3923
A6511,B9175,C7090
A6514,B7116,C1326
A6514,B8157,C9687
A6515,B1887,C9884
A6515,B4327,C89
A6517,B8249,C8484
A6518,B5801,C2526
A652,B9100,C7208
A6521,B4365,C3243
A6524,B3485,C9414
A6526,B1910,C8400
A6527,B3825,C4093
A6528,B9526,C7609
A653,B4518,C8299
A6530,B2915,C2412
A6534,B4387,C9118
A6535,B5792,C9086
A6537,B2766,C9695
A6537,B439,C7731
A6541,B4576,C4828
A6541,B825,C1024
A6542,B7822,C6945
A6542,B8677,C3836
A6544,B4235,C580
A6544,B4847,C7536
A6544,B6695,C6336
A6546,B6832,C945
A6548,B4944,C4134
A6548,B7817,C7199
A655,B5678,C180
A6550,B9703,C7989
A6552,B282,C680
A6552,B3424,C3572
A6553,B2507,C3893
A6553,B7850,C694
A6554,B5640,C7908
A6554,B6269,C31
A6556,B1867,C5889
A6556,B4592,C4498
A6557,B8434,C3806
A6557,B9737,C222
A6558,B1995,C2775
A6558,B3403,C4498
A6559,B2601,C3878
A6560,B1206,C2050
A6561,B5676,C4197
A6563,B1430,C2231
A6563,B5352,C7974
A6564,B1165,C7184
A6568,B2115,C1206
A6568,B8376,C7412
A6569,B1933,C6730
A6569,B2698,C50
A6569,B4751,C2363
A657,B3598,C3653
A6571,B656,C5756
A6572,B9164,C1505
A6572,B9414,C4395
A6573,B7561,C1782
A6573,B7637,C5331
A6574,B1359,C8081
A6575,B2726,C2538
A6576,B3741,C2894
A6576,B6716,C4573
A6579,B101,C7996
A6580,B661,C3587
A6580,B6715,C7586
A6580,B8441,C6458
A6581,B341,C5631
A6581,B6450,C5780
A6581,B7646,C1159
A6583,B2265,C6302
A6583,B571,C4976
A6584,B3078,C3104
A6584,B7472,C2771
A6585,B1358,C9979
A6588,B4784,C7780
